title,address,city,state,postal_code,price,facts and features,real estate provider,url
Multi-family home for sale,,San Francisco,CA,94115,"$2,290,000 ","5 bds, 2.0 ba ,2549 sqft",,https://www.zillow.com/homedetails/1239-Scott-St-San-Francisco-CA-94115/2088527754_zpid/
House for sale,,San Francisco,CA,94115,"$1,635,000 ","2 bds, 2.0 ba ,1582 sqft",,https://www.zillow.com/homedetails/2205-Sacramento-St-APT-304-San-Francisco-CA-94115/15074743_zpid/
House for sale,,San Francisco,CA,94115,"$3,999,000 ","9 bds, 7.0 ba ,3271 sqft","Andersen, Jung & Co.",https://www.zillow.com/homedetails/100-Terra-Vista-Ave-San-Francisco-CA-94115/2105108593_zpid/
Condo for sale,,San Francisco,CA,94115,"$7,950,000 ","5 bds, 4.0 ba ,5180 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2100-Pacific-Ave-San-Francisco-CA-94115/2133554343_zpid/
House for sale,,San Francisco,CA,94115,"$3,499,000 ","4 bds, 4.0 ba ,3445 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2250-Bush-St-San-Francisco-CA-94115/15075295_zpid/
Condo for sale,,San Francisco,CA,94115,"$4,695,000 ","3 bds, 4.0 ba ,2680 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2121-Webster-St-APT-110-San-Francisco-CA-94115/241585583_zpid/
Condo for sale,,San Francisco,CA,94115,"$674,000 ","1 bds, 1.0 ba ,653 sqft",Marker Real Estate,https://www.zillow.com/homedetails/1348-Scott-St-APT-A-San-Francisco-CA-94115/2091512644_zpid/
Condo for sale,,San Francisco,CA,94115,"$1,170,000 ","1 bds, 2.0 ba ,1172 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2200-Pacific-Ave-APT-3B-San-Francisco-CA-94115/15073216_zpid/
Condo for sale,,San Francisco,CA,94115,"$1,645,000 ","2 bds, 2.0 ba ,1496 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/32-Nido-Ave-San-Francisco-CA-94115/117673197_zpid/
House for sale,,San Francisco,CA,94115,"$2,500,000 ","2 bds, 3.0 ba ,None sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2149-Jackson-St-2149-San-Francisco-CA-94115/2075379115_zpid/
House for sale,,San Francisco,CA,94115,"$1,650,000 ","4 bds, 2.0 ba ,1770 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1701-Broderick-St-1703-San-Francisco-CA-94115/2075418435_zpid/
Condo for sale,,San Francisco,CA,94115,"$2,690,000 ","3 bds, 3.0 ba ,2117 sqft",Compass,https://www.zillow.com/homedetails/3008-Clay-St-San-Francisco-CA-94115/15081932_zpid/
Under Contract,,San Francisco,CA,94115,"$630,000 ","0 bds, 1.0 ba ,None sqft",Compass SF,https://www.zillow.com/homedetails/1730-Broderick-St-APT-4-San-Francisco-CA-94115/15083133_zpid/
Condo for sale,,San Francisco,CA,94115,"$1,499,000 ","2 bds, 3.0 ba ,1332 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1880-Steiner-St-APT-103-San-Francisco-CA-94115/53734145_zpid/
Condo for sale,,San Francisco,CA,94115,"$1,995,000 ","3 bds, 3.0 ba ,2220 sqft",Artemis Real Estate,https://www.zillow.com/homedetails/1868-Golden-Gate-Ave-San-Francisco-CA-94115/184816845_zpid/
House for sale,,San Francisco,CA,94115,"$3,250,000 ","5 bds, 3.0 ba ,3400 sqft",Compass,https://www.zillow.com/homedetails/1840-Eddy-St-San-Francisco-CA-94115/2076896380_zpid/
Under Contract,,San Francisco,CA,94115,"$499,000 ","1 bds, 1.0 ba ,550 sqft",Compass,https://www.zillow.com/homedetails/35-Lottie-Bennett-Ln-APT-2-San-Francisco-CA-94115/64972004_zpid/
Condo for sale,,San Francisco,CA,94118,"$1,001,150 ","2 bds, 2.0 ba ,1120 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/790-7th-Ave-APT-402-San-Francisco-CA-94118/15098781_zpid/
Condo for sale,,San Francisco,CA,94118,"$1,950,000 ","3 bds, 3.0 ba ,None sqft",Corcoran Global Living,https://www.zillow.com/homedetails/429-Spruce-St-San-Francisco-CA-94118/15082403_zpid/
Condo for sale,,San Francisco,CA,94118,"$1,895,000 ","3 bds, 3.0 ba ,2291 sqft",Compass,https://www.zillow.com/homedetails/380-Funston-Ave-San-Francisco-CA-94118/303806668_zpid/
Condo for sale,,San Francisco,CA,94118,"$2,495,000 ","4 bds, 3.0 ba ,2700 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/28-5th-Ave-San-Francisco-CA-94118/15089401_zpid/
House for sale,,San Francisco,CA,94118,"$948,000 ","3 bds, 1.0 ba ,1100 sqft",Compass,https://www.zillow.com/homedetails/1405-Anza-St-San-Francisco-CA-94118/2073603592_zpid/
House for sale,,San Francisco,CA,94118,"$838,000 ","2 bds, 1.0 ba ,840 sqft",Compass,https://www.zillow.com/homedetails/1403-Anza-St-San-Francisco-CA-94118/2073604129_zpid/
House for sale,,San Francisco,CA,94118,"$2,000,000 ","5 bds, 2.0 ba ,2233 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/101-8th-Ave-101-San-Francisco-CA-94118/2073618868_zpid/
House for sale,,San Francisco,CA,94118,"$2,500,000 ","10 bds, 4.0 ba ,4893 sqft",Compass SF,https://www.zillow.com/homedetails/3729-Sacramento-St-San-Francisco-CA-94118/2073663546_zpid/
House for sale,,San Francisco,CA,94118,"$1,595,000 ","6 bds, 3.0 ba ,2330 sqft",Redmond Realty,https://www.zillow.com/homedetails/647-Spruce-St-649-San-Francisco-CA-94118/2077278661_zpid/
House for sale,,San Francisco,CA,94118,"$4,995,000 ","7 bds, 6.0 ba ,4545 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/3891-Clay-St-3893-San-Francisco-CA-94118/2073927221_zpid/
House for sale,,San Francisco,CA,94118,"$25,000,000 ","6 bds, 8.0 ba ,8930 sqft",Compass,https://www.zillow.com/homedetails/3414-Washington-St-San-Francisco-CA-94118/15081458_zpid/
Condo for sale,,San Francisco,CA,94118,"$2,595,000 ","2 bds, 2.0 ba ,2025 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/3827-Clay-St-San-Francisco-CA-94118/15082332_zpid/
House for sale,,San Francisco,CA,94118,"$2,450,000 ","4 bds, None ba ,3632 sqft",Compass,https://www.zillow.com/homedetails/7-Mayfair-Dr-San-Francisco-CA-94118/2075271321_zpid/
House for sale,,San Francisco,CA,94118,"$2,095,000 ","4 bds, 2.0 ba ,2130 sqft",BarbCo,https://www.zillow.com/homedetails/109-Willard-North-St-111-San-Francisco-CA-94118/2076570686_zpid/
Under Contract,,San Francisco,CA,94118,"$1,068,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/2001-Mcallister-St-APT-153-San-Francisco-CA-94118/80737158_zpid/
House for sale,,San Francisco,CA,94118,"$1,398,000 ","3 bds, 1.0 ba ,1046 sqft",,https://www.zillow.com/homedetails/157-Wood-St-San-Francisco-CA-94118/15083871_zpid/
Condo for sale,,San Francisco,CA,94118,"$1,500,000 ","3 bds, 2.0 ba ,1600 sqft",Compass,https://www.zillow.com/homedetails/128-Wood-St-1-San-Francisco-CA-94118/15083909_zpid/
House for sale,,San Francisco,CA,94118,"$1,950,000 ","0 bds, None ba ,2620 sqft",Salma & Company,https://www.zillow.com/homedetails/128-Beaumont-128a-Ave-San-Francisco-CA-94118/2075616239_zpid/
House for sale,,San Francisco,CA,94118,"$4,200,000 ","5 bds, 4.0 ba ,3550 sqft",Compass,https://www.zillow.com/homedetails/539-5th-Ave-San-Francisco-CA-94118/2075683110_zpid/
Under Contract,,San Francisco,CA,94118,"$1,395,000 ","2 bds, 2.0 ba ,1470 sqft",Mosaik Real Estate,https://www.zillow.com/homedetails/4502-California-St-San-Francisco-CA-94118/2111100863_zpid/
House for sale,,San Francisco,CA,94118,"$2,850,000 ","5 bds, 4.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/2531-Mcallister-St-San-Francisco-CA-94118/15085396_zpid/
Condo for sale,,San Francisco,CA,94118,"$995,000 ","2 bds, 2.0 ba ,950 sqft",Better Homes and Gardens Thriv,https://www.zillow.com/homedetails/69-Palm-Ave-APT-4-San-Francisco-CA-94118/83153980_zpid/
House for sale,,San Francisco,CA,94118,"$4,900,000 ","5 bds, 4.0 ba ,5876 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/10-5th-Ave-San-Francisco-CA-94118/15089399_zpid/
House for sale,,San Francisco,CA,94118,"$20,000,000 ","6 bds, 7.0 ba ,10040 sqft",Compass,https://www.zillow.com/homedetails/17-Presidio-Ter-San-Francisco-CA-94118/15089430_zpid/
House for sale,,San Francisco,CA,94118,"$8,495,000 ","4 bds, 3.0 ba ,4609 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/3878-Jackson-St-San-Francisco-CA-94118/15080938_zpid/
Multi-family home for sale,,San Francisco,CA,94118,"$4,200,000 ","None bds, None ba ,3550 sqft",Compass,https://www.zillow.com/homedetails/539-5th-Ave-541-San-Francisco-CA-94118/2075682413_zpid/
House for sale,,San Francisco,CA,94118,"$1,999,000 ","4 bds, 2.0 ba ,3276 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1021-Cabrillo-St-1023-San-Francisco-CA-94118/2076570748_zpid/
House for sale,,San Francisco,CA,94118,"$3,595,000 ","9 bds, 6.0 ba ,5640 sqft",Venture Properties,https://www.zillow.com/homedetails/522-Lake-St-526-San-Francisco-CA-94118/2082219038_zpid/
House for sale,,San Francisco,CA,94118,"$2,150,000 ","5 bds, None ba ,3635 sqft",Laurel Properties,https://www.zillow.com/homedetails/516-Anza-St-520-San-Francisco-CA-94118/2076570775_zpid/
House for sale,,San Francisco,CA,94118,"$7,700,000 ","20 bds, None ba ,13252 sqft",Laurel Realty & Investment,https://www.zillow.com/homedetails/2746-Mcallister-St-San-Francisco-CA-94118/2077840085_zpid/
House for sale,,San Francisco,CA,94118,"$1,690,000 ","5 bds, 4.0 ba ,3118 sqft",Compass,https://www.zillow.com/homedetails/330-8th-Ave-San-Francisco-CA-94118/2077857761_zpid/
Condo for sale,,San Francisco,CA,94118,"$575,000 ","0 bds, None ba ,None sqft",Compass,https://www.zillow.com/homedetails/333-Cherry-St-B-San-Francisco-CA-94118/64972281_zpid/
Condo for sale,,San Francisco,CA,94118,"$1,100,000 ","2 bds, 1.0 ba ,1233 sqft",,https://www.zillow.com/homedetails/105-Palm-Ave-APT-7-San-Francisco-CA-94118/15083303_zpid/
Condo for sale,,San Francisco,CA,94108,"$3,195,000 ","2 bds, 3.0 ba ,1961 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1170-Sacramento-St-APT-12B-San-Francisco-CA-94108/15068051_zpid/
Condo for sale,,San Francisco,CA,94108,"$6,950,000 ","3 bds, 4.0 ba ,2780 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1170-Sacramento-St-APT-7D-San-Francisco-CA-94108/15068033_zpid/
Condo for sale,,San Francisco,CA,94108,"$7,500,000 ","2 bds, 3.0 ba ,2780 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1170-Sacramento-St-APT-17D-San-Francisco-CA-94108/15068073_zpid/
House for sale,,San Francisco,CA,94108,"$4,080,000 ","9 bds, None ba ,7928 sqft",Colliers International,https://www.zillow.com/homedetails/828-Taylor-St-San-Francisco-CA-94108/2073929796_zpid/
Condo for sale,,San Francisco,CA,94108,"$515,000 ","0 bds, 1.0 ba ,353 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/725-Pine-St-APT-206-San-Francisco-CA-94108/82785247_zpid/
Condo for sale,,San Francisco,CA,94108,"$508,000 ","0 bds, 1.0 ba ,366 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/725-Pine-St-APT-203-San-Francisco-CA-94108/82785246_zpid/
Condo for sale,,San Francisco,CA,94108,"$719,000 ","1 bds, 1.0 ba ,750 sqft",Berkshire Hathaway Drysdale Pr,https://www.zillow.com/homedetails/630-Mason-St-APT-603-San-Francisco-CA-94108/249760944_zpid/
Condo for sale,,San Francisco,CA,94108,"$1,095,000 ","1 bds, 1.0 ba ,1056 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1177-California-St-APT-212-San-Francisco-CA-94108/15068614_zpid/
Condo for sale,,San Francisco,CA,94108,"$1,395,000 ","2 bds, 2.0 ba ,1428 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1045-Mason-St-APT-101-San-Francisco-CA-94108/2075383136_zpid/
House for sale,,San Francisco,CA,94108,"$4,000,000 ","3 bds, 4.0 ba ,2412 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1100-Sacramento-St-APT-502-San-Francisco-CA-94108/2082638637_zpid/
Condo for sale,,San Francisco,CA,94108,"$1,250,000 ","2 bds, 2.0 ba ,None sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/720-Stockton-St-APT-6-San-Francisco-CA-94108/2077670148_zpid/
Condo for sale,,San Francisco,CA,94108,"$785,000 ","1 bds, 1.0 ba ,900 sqft",North Point Real Estate,https://www.zillow.com/homedetails/630-Mason-St-APT-802-San-Francisco-CA-94108/80755580_zpid/
House for sale,,San Francisco,CA,94108,"$3,200,000 ","3 bds, 3.0 ba ,2571 sqft",Compass,https://www.zillow.com/homedetails/1100-Sacramento-St-APT-308-San-Francisco-CA-94108/2104534265_zpid/
Condo for sale,,San Francisco,CA,94108,"$545,000 ","0 bds, 1.0 ba ,437 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1177-California-St-APT-311-San-Francisco-CA-94108/15068593_zpid/
Townhouse for sale,,San Francisco,CA,94108,"$3,450,000 ","3 bds, 4.0 ba ,3465 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1001-California-St-TOWNHOUSE-2-San-Francisco-CA-94108/184817037_zpid/
Condo for sale,,San Francisco,CA,94108,"$795,000 ","1 bds, 1.0 ba ,705 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/930-Pine-St-APT-301-San-Francisco-CA-94108/15068661_zpid/
Condo for sale,,San Francisco,CA,94108,"$1,645,000 ","2 bds, 2.0 ba ,1399 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1177-California-St-APT-1414-San-Francisco-CA-94108/15068418_zpid/
Condo for sale,,San Francisco,CA,94108,"$3,795,000 ","2 bds, 2.0 ba ,2027 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1170-Sacramento-St-APT-4A-San-Francisco-CA-94108/15068019_zpid/
House for sale,,San Francisco,CA,94108,"$2,525,000 ","2 bds, 2.0 ba ,1729 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1100-Sacramento-St-APT-1004-San-Francisco-CA-94108/2098969624_zpid/
House for sale,,San Francisco,CA,94108,"$8,250,000 ","4 bds, 3.0 ba ,4822 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1230-Sacramento-St-San-Francisco-CA-94108/15067864_zpid/
House for sale,,San Francisco,CA,94108,"$2,480,000 ","0 bds, None ba ,3600 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/544-Grant-Ave-San-Francisco-CA-94108/2078349974_zpid/
Condo for sale,,San Francisco,CA,94108,"$545,000 ","0 bds, 1.0 ba ,411 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1177-California-St-APT-1403-San-Francisco-CA-94108/15068414_zpid/
Condo for sale,,San Francisco,CA,94108,"$2,800,000 ","4 bds, 4.0 ba ,2454 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/850-Powell-St-APT-104-San-Francisco-CA-94108/15068192_zpid/
Condo for sale,,San Francisco,CA,94108,"$495,000 ","0 bds, 1.0 ba ,354 sqft",,https://www.zillow.com/homedetails/725-Pine-St-APT-306-San-Francisco-CA-94108/83152749_zpid/
Lot / Land for sale,,San Francisco,CA,94108,"$1,875,000 ","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/135-Wetmore-St-San-Francisco-CA-94108/15067673_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,245,000 ","3 bds, 3.0 ba ,1642 sqft",Vanguard Properties,https://www.zillow.com/homedetails/950-Harrison-St-UNIT-101-San-Francisco-CA-94107/80744434_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,050,000 ","3 bds, 1.0 ba ,1297 sqft",Compass,https://www.zillow.com/homedetails/197-Mississippi-St-A-San-Francisco-CA-94107/96040151_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,450,000 ","2 bds, 2.0 ba ,1763 sqft",Inspire Real Estate,https://www.zillow.com/homedetails/1-Bluxome-St-APT-305-San-Francisco-CA-94107/67394816_zpid/
Condo for sale,,San Francisco,CA,94107,"$839,000 ","1 bds, 1.0 ba ,660 sqft",,https://www.zillow.com/homedetails/451-Kansas-St-UNIT-419-San-Francisco-CA-94107/89239205_zpid/
Condo for sale,,San Francisco,CA,94107,"$875,000 ","1 bds, 2.0 ba ,860 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/200-Townsend-St-UNIT-22-San-Francisco-CA-94107/67394511_zpid/
Condo for sale,,San Francisco,CA,94107,"$898,000 ","1 bds, 1.0 ba ,887 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/976-Rhode-Island-St-San-Francisco-CA-94107/113499021_zpid/
Condo for sale,,San Francisco,CA,94107,"$998,000 ","1 bds, 1.0 ba ,866 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/974-Rhode-Island-St-San-Francisco-CA-94107/15150394_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,495,000 ","2 bds, 2.0 ba ,1520 sqft",Compass,https://www.zillow.com/homedetails/200-Brannan-St-APT-209-San-Francisco-CA-94107/69817846_zpid/
Condo for sale,,San Francisco,CA,94107,"$645,000 ","0 bds, 1.0 ba ,592 sqft",Compass SF,https://www.zillow.com/homedetails/300-3rd-St-APT-1210-San-Francisco-CA-94107/15147858_zpid/
Condo for sale,,San Francisco,CA,94107,"$975,000 ","1 bds, 2.0 ba ,1030 sqft",Redfin,https://www.zillow.com/homedetails/855-Folsom-St-APT-510-San-Francisco-CA-94107/80741688_zpid/
New construction,,San Francisco,CA,94107,"$1,049,000+","1 bds, 1.0 ba ,798 sqft",,https://www.zillow.com/community/950-tennessee/2077347921_zpid/
Condo for sale,,San Francisco,CA,94107,"$949,000 ","1 bds, 2.0 ba ,835 sqft",,https://www.zillow.com/homedetails/850-Minnesota-St-UNIT-157-San-Francisco-CA-94107/111923669_zpid/
New construction,,San Francisco,CA,94107,"$740,000+","None bds, 1.0 ba ,515 sqft",,https://www.zillow.com/community/2177-third-street/2077776280_zpid/
House for sale,,San Francisco,CA,94107,"$1,649,000 ","3 bds, 2.0 ba ,1605 sqft",Compass,https://www.zillow.com/homedetails/463-Connecticut-St-San-Francisco-CA-94107/15149694_zpid/
House for sale,,San Francisco,CA,94107,"$1,349,000 ","3 bds, 2.0 ba ,1191 sqft",Compass,https://www.zillow.com/homedetails/461-Connecticut-St-San-Francisco-CA-94107/15149695_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,250,000 ","3 bds, 2.0 ba ,1347 sqft",,https://www.zillow.com/homedetails/8-Southern-Heights-Ave-2-San-Francisco-CA-94107/15150522_zpid/
House for sale,,San Francisco,CA,94107,"$2,549,000 ","7 bds, 7.0 ba ,5247 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/863-Carolina-St-San-Francisco-CA-94107/15150565_zpid/
House for sale,,San Francisco,CA,94107,"$298,000 ","1 bds, 1.0 ba ,368 sqft",Harper Real Estate,https://www.zillow.com/homedetails/1017-Kansas-St-1019-1017A-San-Francisco-CA-94107/2073874390_zpid/
Condo for sale,,San Francisco,CA,94107,"$2,399,000 ","2 bds, 2.0 ba ,1892 sqft",BarbCo,https://www.zillow.com/homedetails/200-Brannan-St-APT-430-San-Francisco-CA-94107/69817643_zpid/
Condo for sale,,San Francisco,CA,94107,"$2,399,000 ","2 bds, 2.0 ba ,1560 sqft",Vanguard Properties,https://www.zillow.com/homedetails/131-Missouri-St-UNIT-401-San-Francisco-CA-94107/303807171_zpid/
New construction,,San Francisco,CA,94107,"$1,395,000+","2 bds, 2.0 ba ,981 sqft",,https://www.zillow.com/community/2177-third-street/2077776281_zpid/
New construction,,San Francisco,CA,94107,"$989,000+","1 bds, 1.0 ba ,788 sqft",,https://www.zillow.com/community/950-tennessee/2078002136_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,589,000 ","2 bds, 3.0 ba ,1234 sqft",Compass SF,https://www.zillow.com/homedetails/310-Carolina-St-UNIT-206-San-Francisco-CA-94107/184818342_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,049,000 ","1 bds, 2.0 ba ,908 sqft","JSL Realty, Inc.",https://www.zillow.com/homedetails/767-Bryant-St-APT-407-San-Francisco-CA-94107/69817957_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,349,000 ","2 bds, 2.0 ba ,1442 sqft",AMSI,https://www.zillow.com/homedetails/250-King-St-UNIT-726-San-Francisco-CA-94107/69819531_zpid/
Condo for sale,,San Francisco,CA,94107,"$749,000 ","1 bds, 1.0 ba ,814 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/260-King-St-UNIT-513-San-Francisco-CA-94107/69819612_zpid/
Townhouse for sale,,San Francisco,CA,94107,"$899,000 ","1 bds, 1.0 ba ,950 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/7-Jennifer-Pl-San-Francisco-CA-94107/80742881_zpid/
New construction,,San Francisco,CA,94107,"$1,388,000+","2 bds, 2.0 ba ,1083 sqft",,https://www.zillow.com/community/950-tennessee/2078002135_zpid/
Condo for sale,,San Francisco,CA,94107,"$898,888 ","1 bds, 1.0 ba ,896 sqft",Vanguard Properties,https://www.zillow.com/homedetails/260-King-St-UNIT-607-San-Francisco-CA-94107/69811757_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,239,000 ","2 bds, 2.0 ba ,1230 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/260-King-St-UNIT-535-San-Francisco-CA-94107/69819735_zpid/
Condo for sale,,San Francisco,CA,94107,"$263,033 ","1 bds, 1.0 ba ,485 sqft",Compass,https://www.zillow.com/homedetails/1695-18th-St-SUITE-413-San-Francisco-CA-94107/15149446_zpid/
New construction,,San Francisco,CA,94107,"$935,000+","1 bds, 1.0 ba ,680 sqft",,https://www.zillow.com/community/2177-third-street/2077776279_zpid/
New construction,,San Francisco,CA,94107,"$648,000+","None bds, 1.0 ba ,432 sqft",,https://www.zillow.com/community/950-tennessee/2078002137_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,350,000 ","2 bds, 2.0 ba ,924 sqft",Compass,https://www.zillow.com/homedetails/829-Folsom-St-UNIT-516-San-Francisco-CA-94107/119685957_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,190,000 ","2 bds, 2.0 ba ,964 sqft",Redfin,https://www.zillow.com/homedetails/451-Kansas-St-UNIT-392-San-Francisco-CA-94107/89237021_zpid/
House for sale,,San Francisco,CA,94107,"$3,200,000 ","8 bds, 3.0 ba ,5040 sqft",Keller Williams,https://www.zillow.com/homedetails/825-22nd-St-829-San-Francisco-CA-94107/2075165931_zpid/
Condo for sale,,San Francisco,CA,94107,"$749,000 ","1 bds, 1.0 ba ,691 sqft",Compass,https://www.zillow.com/homedetails/555-4th-St-UNIT-535-San-Francisco-CA-94107/79841509_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,249,000 ","2 bds, 2.0 ba ,1225 sqft",Vanguard Properties,https://www.zillow.com/homedetails/259-Clara-St-APT-202-San-Francisco-CA-94107/2085553682_zpid/
Condo for sale,,San Francisco,CA,94107,"$749,000 ","1 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/1001-17th-St-303-San-Francisco-CA-94107/2100388180_zpid/
Under Contract,,San Francisco,CA,94107,"$1,349,000 ","2 bds, 2.0 ba ,1344 sqft",Compass,https://www.zillow.com/homedetails/260-King-St-UNIT-487-San-Francisco-CA-94107/69819823_zpid/
Condo for sale,,San Francisco,CA,94111,"$960,000 ","1 bds, 1.0 ba ,1006 sqft",Compass SF,https://www.zillow.com/homedetails/733-Front-St-UNIT-209-San-Francisco-CA-94111/89236747_zpid/
Condo for sale,,San Francisco,CA,94111,"$1,450,000 ","2 bds, 2.0 ba ,1532 sqft",San Francisco R.E. Svcs.,https://www.zillow.com/homedetails/101-Lombard-St-APT-515W-San-Francisco-CA-94111/15064965_zpid/
Condo for sale,,San Francisco,CA,94111,"$949,000 ","1 bds, 1.0 ba ,1030 sqft",Compass,https://www.zillow.com/homedetails/101-Lombard-St-APT-611W-San-Francisco-CA-94111/15064975_zpid/
Condo for sale,,San Francisco,CA,94111,"$569,000 ","1 bds, 1.0 ba ,503 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/240-Lombard-St-APT-834-San-Francisco-CA-94111/15064204_zpid/
Condo for sale,,San Francisco,CA,94111,"$552,000 ","1 bds, 1.0 ba ,580 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/240-Lombard-St-APT-629-San-Francisco-CA-94111/15064169_zpid/
Under Contract,,San Francisco,CA,94111,"$1,100,000 ","1 bds, 2.0 ba ,840 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/25-Hotaling-Pl-UNIT-B-San-Francisco-CA-94111/96042097_zpid/
House for sale,,San Francisco,CA,94111,"$12,000,000 ","0 bds, None ba ,None sqft",Compass,https://www.zillow.com/homedetails/668-Clay-St-San-Francisco-CA-94111/2082844459_zpid/
House for sale,,San Francisco,CA,94111,"$5,000,000 ","0 bds, None ba ,None sqft",Compass,https://www.zillow.com/homedetails/706-Kearny-St-San-Francisco-CA-94111/2080018351_zpid/
Condo for sale,,San Francisco,CA,94111,"$634,500 ","1 bds, 1.0 ba ,709 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/220-Lombard-St-APT-519-San-Francisco-CA-94111/15064087_zpid/
Condo for sale,,San Francisco,CA,94111,"$529,000 ","1 bds, 1.0 ba ,580 sqft",Compass,https://www.zillow.com/homedetails/240-Lombard-St-APT-229-San-Francisco-CA-94111/15064111_zpid/
Condo for sale,,San Francisco,CA,94111,"$1,669,000 ","2 bds, 2.0 ba ,1719 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/101-Lombard-St-APT-712W-San-Francisco-CA-94111/15064989_zpid/
Under Contract,,San Francisco,CA,94111,"$520,000 ","1 bds, 1.0 ba ,580 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/240-Lombard-St-APT-529-San-Francisco-CA-94111/15064154_zpid/
Condo for sale,,San Francisco,CA,94111,"$979,000 ","1 bds, 1.0 ba ,989 sqft",San Francisco R.E. Svcs.,https://www.zillow.com/homedetails/152-Lombard-St-505-San-Francisco-CA-94111/2075615581_zpid/
Under Contract,,San Francisco,CA,94111,"$529,000 ","1 bds, 1.0 ba ,617 sqft",Compass,https://www.zillow.com/homedetails/240-Lombard-St-APT-636-San-Francisco-CA-94111/15064176_zpid/
Under Contract,,San Francisco,CA,94111,"$589,000 ","1 bds, 1.0 ba ,620 sqft",Compass,https://www.zillow.com/homedetails/240-Lombard-St-APT-936-San-Francisco-CA-94111/15064221_zpid/
Condo for sale,,San Francisco,CA,94111,"$555,000 ","1 bds, 1.0 ba ,566 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/240-Lombard-St-APT-437-San-Francisco-CA-94111/15064147_zpid/
Condo for sale,,San Francisco,CA,94111,"$1,295,000 ","2 bds, 2.0 ba ,1423 sqft",Park North Real Estate,https://www.zillow.com/homedetails/101-Lombard-St-APT-403W-San-Francisco-CA-94111/15064940_zpid/
